clip_id	split	folder	cat	item	source	start	end	duration	n_words	text	ipa	low_share	has_digits	has_latin	asr_ok	tts_ok
228_166255_0154	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1210.5	1220.15	9.65	35	שטעל דיר אויף, פארצייל עפעס מעשיות. ער שטעלט זיך אויף, און ער האט אנגעהויבן, מ'האט אנגעהויבן ווי מ'וויל רייבן וואסער, ער האט אנגעהויבן זאגן עפעס אינטערעסאנטע זאכן. מיטן זענען מיר ארויפגעקומען די מעשה אויפ'ן קאפ,	ʃtɛl dir oʊf, farʦˈajl ˈɛpəs mˈaːsəs. ɛr ʃtɛlt zix oʊf, in ɛr hut ˈunɡəhɔjbn, mhut ˈunɡəhɔjbn vi mvil rajbn vˈasər, ɛr hut ˈunɡəhɔjbn zuɡn ˈɛpəs ˈintərəsantə zaxn. mitn zˈɛnən mir arˈoʊfɡəkimən də mˈaːsə afn kɔp,	0.086	False	False	True	True
228_166255_0155	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1220.1	1229.35	9.25	37	און ער הייבט אן פארציילן ווי ווייט ס'האט אויסגעזען אנפאנג ווען קלויזנבורגער רב האט זיך געדרייט און ער פאפירט משפיע צו זיין אז מ'זאל בויען ישיבות, פון די גאנצע מעשה וואס איז געווען. און ער פארציילט אזוי,	in ɛr hajbt un farʦˈajln vi vaːt səhˈut ˈoʊzɡəzejn ˈanfanɡ vɛn klˈɔjznbirɡər ruv hut zix ɡədrˈajt in ɛr fˈafirt mʃpˈiə ʦi zaːn az mzul bˈoʊən jʃˈivɔjs, fin də ɡˈanʦə mˈaːsə vus iz ɡəvˈejn. in ɛr farʦˈajlt azˈɔj,	0.162	False	False	True	True
228_166255_0156	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1229.3	1238.55	9.25	40	מ'האט זיך אפגעשטעלט דארטן, מ'האט געטראפן, מ'האט געזאגט אליהו הנביא, און ס'האט אויסגעזען ווי אליהו הנביא, און אינמיטן האט דער גוי געזאגט, איך בין א איד, און ווי האט דער רבי געוואוסט די גאנצע מעשה? און ער פארציילט די מעשה.	mhut zix ˈɔpɡəʃtəlt dɔrtn, mhut ɡətrˈafn, mhut ɡəzˈuɡt əliˈuhi hanˈuvi, in səhˈut ˈoʊzɡəzejn vi əliˈuhi hanˈuvi, in ˈinmitn hut dɛr ɡɔj ɡəzˈuɡt, ix bin a jid, in vi hut dɛr rˈɛbə ɡəvˈist də ɡˈanʦə mˈaːsə ? in ɛr farʦˈajlt də mˈaːsə.	0.125	False	False	True	True
228_166255_0157	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1238.5	1245.45	6.95	14	יעדער האט געלאכט. אלעס איז געווען זייער לעכטיג. ס'איז געווען דארטן אפאר הונדערט אידן,	jˈɛdər hut ɡəlˈaxt. ˈaləs iz ɡəvˈejn zˈajər lˈɛxtiɡ. siz ɡəvˈejn dɔrtn apˈur hˈindərt jidn,	0.071	False	False	True	True
228_166255_0158	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1245.4	1253.65	8.25	23	פון די גאנצע אודיענס שטעלט זיך אויף איינער מיט א גרויסע בארד, מיט א שטריימל שטעלט ער זיך אויף, ער זאגט, מורי ורבותי,	fin də ɡˈanʦə ˈidiəns ʃtɛlt zix oʊf ˈajnər mit a ɡrˈɔjsə bard, mit a ʃtrajml ʃtɛlt ɛr zix oʊf, ɛr zuɡt, mˈiri vərabˈɔjsaj,	0.217	False	False	True	True
228_166255_0159	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1253.6	1263.25	9.65	18	איך בין דער משוגענער. ס'איז געווארן טויט שטיל, ס'האט געדראפט שטיל, איך בין דער משוגענער פון וואס מ'רעדט.	ix bin dɛr məʃˈiɡənər. siz ɡəvˈɔrn tɔjt ʃtil, səhˈut ɡədrˈaft ʃtil, ix bin dɛr məʃˈiɡənər fin vus mrɛdt.	0.056	False	False	True	True
228_166255_0160	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1263.2	1271.85	8.65	30	"דער איד איז ארויפגעגאנגען צום בימען, ער האט גענומען די מייקעפארן, האט ער געזאגט, איך וויל פארציילן די מעשה. האט ער געזאגט, איך בין דורכגעגאנגען ל""ע די ביטערע וועלט מלחמה,"	dɛr jid iz arˈoʊfɡəɡanɡən ʦim bˈimən, ɛr hut ɡənˈimən də mˈajkəfarn, hut ɛr ɡəzˈuɡt, ix vil farʦˈajln də mˈaːsə. hut ɛr ɡəzˈuɡt, ix bin dˈirxɡəɡanɡən lˈaməd ˈajən də bˈitərə vɛlt milxˈumə,	0.1	False	False	True	True
228_166255_0161	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1271.8	1280.35	8.55	16	איך האב פארלוירן מיין גאנצע משפחה, איך האב געפערליך צוזאמגעליטן אין לעבן. ליידער, ווי אסאך אידן,	ix hub farlˈɔjrn maːn ɡˈanʦə miʃpˈuxə, ix hub ɡəfˈɛrləx ʦˈizamɡəlitn in lejbn. lˈajdər, vi ˈasax jidn,	0.188	False	False	True	True
228_166255_0162	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1280.3	1288.35	8.05	26	און יעדע מאל מ'רעדט דערפון דארף מען נאכאמאל און נאכאמאל ארויסברענגען דאס אונזערע זיידעס, אונזערע עלטערן, וויפיל מסירות נפש און אמונה פשוטה האבן זיי געדארפט האבן,	in jˈɛdə mul mrɛdt dərfˈin daf mɛn nˈuxamul in nˈuxamul arˈoʊzbrejnɡən dus ˈinzərə zˈajdəs, ˈinzərə ˈɛltərn, vˈifil msˈirɔjs nˈejfiʃ in əmˈinə fʃˈitə hubn zaj ɡədˈarft hubn,	0.154	False	False	True	True
228_166255_0163	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1288.3	1296.75	8.45	23	זיך אונטערצואווארפן אונטער אונזערע רבי'ס און אנהייבן נאכאמאל א לעבן פון אלף. אבער ליידער, דער איד פארציילט, איך האב נישט געקענט עומד זיין,	zix ˈintərʦiavarfn ˈintər ˈinzərə rbis in ˈunhajbn nˈuxamul a lejbn fin alf. ˈɔbər lˈajdər, dɛr jid farʦˈajlt, ix hub niʃt ɡəkˈɛnt imd zaːn,	0.217	False	False	True	True
228_166255_0164	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1296.7	1306.35	9.65	34	און איך האב אנגעהויבן האבן ספיקות אין אמונה, ווי קען זיין אזא מין זאך אז דער אייבערשטער האט דאס געטון, כאילו דער אייבערשטער האט פארגעסן? איך האב אפגעמאכט. דאס איז נאך געווען אין פוילן.	in ix hub ˈunɡəhɔjbn hubn sfˈikɔjs in əmˈinə, vi kɛn zaːn azˈa min zax az dɛr ˈajbərʃtər hut dus ɡətˈin, kəjˈilə dɛr ˈajbərʃtər hut faːrɡˈɛsn ? ix hub ˈupɡəmaxt. dus iz nux ɡəvˈejn in pɔjln.	0.088	False	False	True	True
228_166255_0165	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1306.3	1312.05	5.75	17	איך לאז איבער גאנץ פוילן, איך טראג אפ קיין קאנאדע, און דארטן קען מיר קיינער נישט. ערלעדיגט.	ix laz ˈibər ɡanʦ pɔjln, ix truɡ ɔp kan kˈanadə, in dɔrtn kɛn mir kˈajnər niʃt. ˈɛrlədiɡt.	0.118	False	False	True	True
228_166255_0166	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1312.0	1320.95	8.95	27	דער יענער טאג וואס איך בין אנגעקומען פון פוילן קיין קאנאדע, בין איך געגאנגען, איך האב אראפגערוקט מיין קאפל, אפגעשוירן מיין בארד, מיין פאות, איך האב אלעס,	dɛr jˈɛnər tuɡ vus ix bin ˈunɡəkimən fin pɔjln kan kˈanadə, bin ix ɡəɡˈanɡən, ix hub arˈupɡərikt maːn kafl, ˈɔpɡəʃɔjrn maːn bard, maːn pˈajɔjs, ix hub ˈaləs,	0.222	False	False	True	True
228_166255_0167	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1320.9	1330.35	9.45	37	איך האב מיך אפגעקלינט ווי א גוי גמור, ווי א גוי גמור. איך האב מחליט געווען, געענדיגט. דער באשעפער האט אכט ביליאן גוים היינט, איך ווייס נישט צו דאס איז דעמאלטס געווען, ער האט האבן נאך איינעם,	ix hub mix ˈɔpɡəklint vi a ɡɔj ɡˈumər, vi a ɡɔj ɡˈumər. ix hub mˈaxlit ɡəvˈejn, ɡəˈɛndiɡt. dɛr baʃˈɛfər hut axt bˈiljɔn ɡɔjm haːnt, ix vajs niʃt ʦi dus iz dˈɛmalʦ ɡəvˈejn, ɛr hut hubn nux ˈajnəm,	0.162	False	False	True	True
228_166255_0168	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1330.3	1339.35	9.05	31	ער האט מוזן הענדלען נאך איינעם. איך טשעק ארויס אין די גאנצע מציאות, און איך האב מחליט נישט בלויז איך טשעק ארויס, איך גיי ווערן א גראבע בעל עבירה, איך גיי...	ɛr hut mizn hˈɛndlən nux ˈajnəm. ix ʧɛk arˈoʊs in də ɡˈanʦə mʦˈiɔjs, in ix hub mˈaxlit niʃt blɔjz ix ʧɛk arˈoʊs, ix ɡaj virn a ɡrˈabə baːl ˈavajrə, ix ɡaj	0.129	False	False	True	True
228_166255_0169	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1339.3	1343.65	4.35	11	א דעתא דהכא מיט א פעסטקייט האט ער אזוי מחליט געווען.	a dˈɛsa dhxa mit a fˈɛstkaːt hut ɛr azˈɔj mˈaxlit ɡəvˈejn.	0.545	False	False	True	False
228_166255_0170	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1343.6	1353.45	9.85	33	דאס איז געווען יענע טאג וואס דער רבי האט מיר געטראפן, דער קלויזענבורגער רב האט מיר געטראפן וואקן אין די שניי מיט א דינטשיגע העמד, וואס דאס האב איך געהאט אן קיין נאז,	dus iz ɡəvˈejn jˈɛnə tuɡ vus dɛr rˈɛbə hut mir ɡətrˈafn, dɛr klˈɔjzənbirɡər ruv hut mir ɡətrˈafn vakn in də ʃnaj mit a dˈinʧiɡə hɛmd, vus dus hub ix ɡəhˈat un kan nɔz,	0.121	False	False	True	True
228_166255_0171	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1353.4	1362.55	9.15	37	און יעצט ווער איך געווארן א מעמד פון א גוי. איך האב נאך נישט עובר געווען אויף קיין עבירה, זאגט ער, איך האב נאך נישט געהאט, איך האב געהאט אנגעגרייט, מ'גייט יעצט גיין ענדיגן זיין עבירות. מסתמא,	in jɛʦt vɛr ix ɡəvˈɔrn a mˈaːməd fin a ɡɔj. ix hub nux niʃt ibr ɡəvˈejn oʊf kan ˈavajrə, zuɡt ɛr, ix hub nux niʃt ɡəhˈat, ix hub ɡəhˈat ˈunɡəɡrajt, mɡajt jɛʦt ɡajn ˈɛndiɡn zaːn avˈajrɔjs. mˈistamə,	0.081	False	False	True	True
228_166255_0172	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1362.5	1367.95	5.45	31	איך גייס נישט וואס ער האט געוואלט טון, מסתמא, ליינען קרישן אן א גארטל, דאס האט געדארפט זיין די ערשטע, ס'איז איך געווען נישט וואס זיין ערשטע עבירה האט געדארפט זיין.	ix ɡajs niʃt vus ɛr hut ɡəvˈɔlt tin, mˈistamə, lˈajnən kriʃn un a ɡartl, dus hut ɡədˈarft zaːn də ˈɛrʃtə, siz ix ɡəvˈejn niʃt vus zaːn ˈɛrʃtə ˈavajrə hut ɡədˈarft zaːn.	0.065	False	False	True	True
228_166255_0173	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1367.9	1374.65	6.75	23	"יענע נאכט איז דער קלויזענבורגער רב אנגעקומען, ער האט אים דארטן געכאפט, און ער האט אים געזאגט, ""איין רגע, איין רגע, איין רגע,"	jˈɛnə naxt iz dɛr klˈɔjzənbirɡər ruv ˈunɡəkimən, ɛr hut ejm dɔrtn ɡəxˈapt, in ɛr hut ejm ɡəzˈuɡt, ajn rˈɛɡə, ajn rˈɛɡə, ajn rˈɛɡə,	0.0	False	False	True	True
228_166255_0174	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1374.6	1377.95	3.35	8	"ווי גייט מען צו די ישיבה שארית הפליטה?"""	vi ɡajt mɛn ʦi də jəʃˈivə ʃˈajris hflˈitə	0.25	False	False	True	True
228_166255_0175	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1377.9	1379.75	1.85	5	איך מאך מיר א חשבון.	ix max mir a xˈɛʃbɔjn.	0.4	False	False	True	False
228_166255_0176	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1379.7	1389.65	9.95	30	וואס? פארדעם האב איך אראפגענומען מיין בארד, מיין פאות? דעם וואק איך ארום מיט א דינטשיגע העמדל אין די שניי, הונדערטער, איך ווייס נישט וויפיל, זערא בלאו, די אלע זאכן,	vus ? fardˈejm hub ix arˈupɡənimən maːn bard, maːn pˈajɔjs ? dejm vak ix arˈim mit a dˈinʧiɡə hɛmdl in də ʃnaj, hˈindərtər, ix vajs niʃt vˈifil, zˈɛra bli, də ˈalə zaxn,	0.2	False	False	True	True
228_166255_0177	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1389.6	1399.35	9.75	36	אז דא זאל זיך דורכפארן יעצט איינער מיט א לאנגע בארד, א רב מיט א לאנגע בארד, און מיך אידענטיפייען אז איך בין א איד? אלא מאי, האט ער געזאגט, איך קען נישט אוועקלויפן פון ערגעץ,	az du zul zix dˈirxfarn jɛʦt ˈajnər mit a lˈanɡə bard, a ruv mit a lˈanɡə bard, in mix ˈidəntifajən az ix bin a jid ? ˈala maː, hut ɛr ɡəzˈuɡt, ix kɛn niʃt avˈɛklɔjfn fin ˈɛrɡəʦ,	0.333	False	False	True	False
228_166255_0178	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1399.3	1404.75	5.45	17	איך קען ערגעץ נישט גיין. דער אייבערשטער זאגט, פון מיר לויפט קיינער נישט אוועק. גיי נישט אוועק.	ix kɛn ˈɛrɡəʦ niʃt ɡajn. dɛr ˈajbərʃtər zuɡt, fin mir lɔjft kˈajnər niʃt avˈɛk. ɡaj niʃt avˈɛk.	0.118	False	False	True	True
228_166255_0179	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1404.7	1414.55	9.85	20	"און דעמאלטס איז מיר אריינגעקומען אין קאפ די הייליגע ווערטער, ""לבלתי ידח ממני נדח"", קיינער קען פונעם אייבערשטן נישט אנטלויפן."	in dˈɛmalʦ iz mir arˈaːnɡəkimən in kɔp də hˈajliɡə vˈɛrtər, lvˈilti jˈidax mmni ndx kˈajnər kɛn fˈinəm ˈajbərʃtn niʃt ˈantlɔjfn.	0.3	False	False	True	True
228_166255_0180	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1414.5	1424.25	9.75	30	וועסט לויפן דא, וועסט לויפן דארט. דער אייבערשטער איז מלא כל הארץ כבודו. ס'איז מיר אריין אין קאפ, איך בין אהיימגעקומען מיט בכיות נוראות, איך האב מיך געווארפן אויפ'ן פלאר.	vɛst lɔjfn du, vɛst lɔjfn dɔrt. dɛr ˈajbərʃtər iz mˈulə kɔl harʦ xbˈidi. siz mir arˈaːn in kɔp, ix bin ahˈajmɡəkimən mit bəxˈijɔjs nɔjrˈuɔjs, ix hub mix ɡəvˈarfn afn flar.	0.2	False	False	True	True
228_166255_0181	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1424.2	1432.15	7.95	24	אוי, רבונו של עולם, זיי מיר מוחל, זיי מיר מוחל, איך הייב אן א לעבן פון אלף, דא שטיי איך היינט, איך האב קינדערלעך,	ɔj, rbˈini ʃɛl ˈɔjləm, zaj mir mˈɔjxajl, zaj mir mˈɔjxajl, ix hajb un a lejbn fin alf, du ʃtaj ix haːnt, ix hub kˈindərləx,	0.167	False	False	True	True
228_166255_0182	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1432.1	1440.95	8.85	32	קיין עין הרע, איך בין א מגדל תורה, קוק צו מיין בארד, מיין פאות, איך האב אלעס צו פארדאנקען ווייל איך האב געכאפט דעמאלטס די רגש אז א איד קען נישט אוועקלויפן.	kan ˈaːən hrə, ix bin a mɡˈadajl tˈɔjrə, kik ʦi maːn bard, maːn pˈajɔjs, ix hub ˈaləs ʦi fardˈankən vaːl ix hub ɡəxˈapt dˈɛmalʦ də rˈɛɡəʃ az a jid kɛn niʃt avˈɛklɔjfn.	0.25	False	False	True	True
228_166255_0183	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1440.9	1448.85	7.95	26	דו קענסט אראפנעמען דיין בארד, דו קענסט אראפנעמען דיין פאות, דו קענסט אראפנעמען א מיידל, דו קענסט אלעס טרייען זיך צו פארשטעלן, דו ביסט א איד.	di kɛnst arˈupnəmən daːn bard, di kɛnst arˈupnəmən daːn pˈajɔjs, di kɛnst arˈupnəmən a majdl, di kɛnst ˈaləs trˈajən zix ʦi farʃtˈɛln, di bist a jid.	0.192	False	False	True	True
228_166255_0184	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1448.8	1456.75	7.95	15	ישראל אף על פי שחטא ישראל יקרא, ולא ידח ממנו נדח, קיינער ווערט נישט פארווארפן.	jisrˈuəl ɔp al pi ʃəxˈutu jisrˈuəl ˈikru, ˈila jˈidax mmni ndx, kˈajnər virt niʃt farvˈarfn.	0.333	False	False	True	False
228_166255_0185	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1456.7	1471.45	14.75	48	דאס איז די וואכעדיגע סדרה, אם יהיה נדחך בקצה השמים, דו זאלסט זיין פארווארפן אין דעם עק וועלט, משם יקבצך, דער אייבערשטער וועט דיך פון דארט נעמען, ומשם יקחך, דער אייבערשטער גייט אונז אלע אהיימנעמען, מטהר אידישע קינדער, ער וועט אונז ארייננעמען מיט א קאך, מיט א ברען.	dus iz də vˈaxədiɡə sˈidrə, im ˈihi ndx bkʦə hʃmim, di zulst zaːn farvˈarfn in dejm ɛk vɛlt, mˈiʃum ikbʦx, dɛr ˈajbərʃtər vɛt dix fin dɔrt nˈɛmən, imʃm ikx, dɛr ˈajbərʃtər ɡajt inz ˈalə ahˈajmnəmən, mtˈahajr jˈidiʃə kˈindər, ɛr vɛt inz arˈaːnnəmən mit a kax, mit a brɛn.	0.312	False	False	True	False
228_166255_0186	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1471.4	1475.75	4.35	15	אונז זענען מיר בסיעתא דשמיא בערך א וואך צו די הייליגע יום טוב ראש השנה.	inz zˈɛnən mir bisjˈatu dʃmˈia bəˈejrəx a vɔx ʦi də hˈajliɡə jɔjm tɔjv rɔjʃ haʃˈunə.	0.267	False	False	True	True
228_166255_0187	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1475.7	1484.85	9.15	28	לאמיר אונז זיך מקבל זיין, טון נאך א טובה, נאך א פעולה טובה, נאך א פעולה טובה, נאך אביסל תהלים, נאך אביסל תפילות, זאל דער אייבערשטער זיכער העלפן.	lˈɔmir inz zix mkˈabajl zaːn, tin nux a tˈɔjvə, nux a pˈilə tˈɔjvə, nux a pˈilə tˈɔjvə, nux abˈisl təhˈilim, nux abˈisl tfˈilɔjs, zul dɛr ˈajbərʃtər zˈixər hɛlfn.	0.25	False	False	True	True
228_166255_0188	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1484.8	1489.25	4.45	19	אונז זאלן מיר אלע געבענטשט ווערן מיט א זיס לעכטיגע יאר, א כתיבה וחתימה טובה, מיט די גאולה שלימה.	inz zɔln mir ˈalə ɡəbˈɛnʧt virn mit a zis lˈɛxtiɡə jur, a ksˈivə vaxasˈimə tˈɔjvə, mit də ɡˈulə ʃlˈimə.	0.158	False	False	True	True
228_166255_0189	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1489.2	1499.25	10.05	29	מיר גרייטן מיר זיך צו סליחות, יעדער וועט אויפשטיין פארטאגס זאגן סליחות, זאל דער אייבערשטער מקבל זיין אונזערע תפילות מיט רחמים וחסדים, מיט די גאולה שלימה, במהרה בימינו אמן.	mir ɡrajtn mir zix ʦi slˈixis, jˈɛdər vɛt ˈoʊfʃtajn fartˈaɡs zuɡn slˈixis, zul dɛr ˈajbərʃtər mkˈabajl zaːn ˈinzərə tfˈilɔjs mit raxˈamim vaxasˈudim, mit də ɡˈulə ʃlˈimə, bimhˈajrə bˈimini ˈumajn.	0.345	False	False	True	False
228_166255_0190	train	shiurim_one_per_speaker	228	166255	228_166255_הרה ג ר' מרדכי הערש שפיטצער	1499.2	1501.52	2.32	3	א פרייליכע שבת!	a frˈajləxə ʃˈabəs !	0.667	False	False	True	False
229_153488_0000	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	8.2	11.95	3.75	9	איצי האגער איז א באקאנטער איד אין וויען, עסטרייך.	ˈiʦi hˈaɡər iz a bakˈantər jid in vˈiən, ˈɛstrajx.	0.444	False	False	True	False
229_153488_0001	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	11.9	19.35	7.45	23	ס'איז געווען מיט בערך צוואנציג יאר צוריק, גלייך נאך איצי'ס חתונה, און איצי איז געגאנגען ארבעטן פאר זיין שווער אין די פלייש געשעפט.	siz ɡəvˈejn mit bəˈejrəx ʦvˈanʦiɡ jur ʦirˈik, ɡlaːx nux ˈiʦis xˈasənə, in ˈiʦi iz ɡəɡˈanɡən ˈarbətn far zaːn ʃvir in də flajʃ ɡəʃˈɛft.	0.174	False	False	True	True
229_153488_0002	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	19.3	25.25	5.95	6	"""So I was looking for פרנסה, און מיין פאטער האט געזאגט, 'You know, come inside over here, have a little corner, we'll open up a takeout.'"	pˈarnusə, in maːn fˈatər hut ɡəzˈuɡt,	0.167	False	True	False	False
229_153488_0003	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	25.2	30.35	5.15	11	זיי האבן געסטארט צו סעלינגען ווי די שווארמא, שניצל, האט דאגס.	zaj hubn ɡəstˈart ʦi sˈɛlinɡən vi də ʃvˈarma, ʃniʦl, hut daɡs.	0.273	False	False	True	True
229_153488_0004	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	40.3	47.75	7.45	4	I was young at the time, I didn't know Vienna as well, but it was really the other end, די אנדערע עק וויען.	də ˈandərə ɛk vˈiən.	0.0	False	True	False	False
229_153488_0005	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	55.8	63.25	7.45	26	אבער נאכ'ן עס קויפן האט ער געזען אז ער איז גוט אריינגעפאלן. ער האט עס נישט געקענט ווייטער פארקויפן, ער האט גארנישט געקענט טון מיט דעם.	ˈɔbər nuxn ɛs kɔjfn hut ɛr ɡəzˈejn az ɛr iz ɡit arˈaːnɡəfaln. ɛr hut ɛs niʃt ɡəkˈɛnt vˈaːtər farkˈɔjfn, ɛr hut ɡˈurniʃt ɡəkˈɛnt tin mit dejm.	0.077	False	False	True	True
229_153488_0006	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	63.2	69.45	6.25	18	ער איז נאך געווען פריש אין ביזנעס, יעדע יאר האט געמיינט אזוי פיל. ס'איז אים געווען זייער ווייטאגליך.	ɛr iz nux ɡəvˈejn friʃ in bˈiznəs, jˈɛdə jur hut ɡəmˈajnt azˈɔj fil. siz ejm ɡəvˈejn zˈajər vˈajtaɡləx.	0.111	False	False	True	True
229_153488_0007	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	69.4	76.85	7.45	27	אין יענע יארן איז דער ציון פון ר' ישעי'לע נאך נישט געווען אזוי באקאנט, ס'איז נישט געווען אזא געפארעכץ וואס אידן זענען געקומען פון די גאנצע וועלט.	in jˈɛnə jurn iz dɛr ʦjin fin rajʃ ˈiʃajlə nux niʃt ɡəvˈejn azˈɔj bakˈant, siz niʃt ɡəvˈejn azˈa ɡəfarˈɛxʦ vus jidn zˈɛnən ɡəkˈimən fin də ɡˈanʦə vɛlt.	0.111	False	False	True	True
229_153488_0008	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	76.8	86.05	9.25	31	נאכ'ן זיך מוטשענען בערך א יאר צייט מיט דעם הויז, האט איצי מחליט געווען, ער וועט זיך אריינזעצן אין זיין קאר, פארן קיין קערעסטיר, זיך אויסגיסן זיין הארץ פאר ר' ישעי'לע.	nuxn zix mˈiʧənən bəˈejrəx a jur ʦaːt mit dejm hoʊz, hut ˈiʦi mˈaxlit ɡəvˈejn, ɛr vɛt zix arˈaːnzəʦn in zaːn kar, farn kan kərəstˈir, zix ˈoʊzɡisn zaːn harʦ far rajʃ ˈiʃajlə.	0.226	False	False	True	True
229_153488_0009	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	86.0	92.85	6.85	19	ער קומט אן קיין קערעסטיר, ער גייט אריין צום ציון, גיסט זיך אויס זיין הארץ, זאגט אפאר קאפיטלעך תהלים.	ɛr kimt un kan kərəstˈir, ɛr ɡajt arˈaːn ʦim ʦjin, ɡist zix oʊs zaːn harʦ, zuɡt apˈur kˈafitləx təhˈilim.	0.105	False	False	True	True
229_153488_0010	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	92.8	95.95	3.15	1	"""And I saw there were no candles, there were no ליכט."	lixt.	0.0	False	True	False	False
229_153488_0011	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	95.9	103.25	7.35	1	I come with my little bag of ליכט, and I light my two candles, and I drive off.	lixt,	0.0	False	True	False	False
229_153488_0012	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	103.2	106.75	3.55	2	I felt something by רבי ישעי'לע what I didn't feel anywhere else.	rˈɛbə ˈiʃajlə	0.0	False	True	False	False
229_153488_0013	dev	shiurim_one_per_speaker	229	153488	229_153488_הרב פיניע רובינשטיין	110.0	115.95	5.95	2	So I went back to רבי ישעי'לע, and I bought then a pack of ten candles.	rˈɛbə ˈiʃajlə,	0.0	False	True	False	False
